dataset,model,strategy,rank_pr_auc,mean_cv_pr_auc,std_cv_pr_auc,mean_cv_roc_auc,std_cv_roc_auc,mean_cv_recall,std_cv_recall,mean_fit_time,params
creditcard,decision_tree,smote,5,0.23334425414236118,0.1856986293089616,0.9379814050194906,0.026437825798746248,0.878190299946025,0.028478323912114648,10.695642630259195,"{'model__min_samples_leaf': 20, 'model__max_depth': 4}"
creditcard,decision_tree,smote,6,0.23330211146457966,0.18572538714177303,0.9379686684451739,0.026425757654066708,0.878190299946025,0.028478323912114648,12.905953566233316,"{'model__min_samples_leaf': 1, 'model__max_depth': 4}"
creditcard,extra_trees,class_weight,1,0.8418838907466298,0.004629848518598862,0.958516525260995,0.00796851532320788,0.7842933148276661,0.023297465712104896,42.98047558466593,"{'model__n_estimators': 150, 'model__min_samples_leaf': 2, 'model__max_depth': None}"
creditcard,extra_trees,class_weight,2,0.8402034583170955,0.011452701745221512,0.9837767621489917,0.001418694969392931,0.8299791811242193,0.017674486694326197,53.6164870262146,"{'model__n_estimators': 400, 'model__min_samples_leaf': 1, 'model__max_depth': 12}"
creditcard,extra_trees,class_weight,3,0.8374136217508328,0.01165805347000899,0.9813774306985762,0.001773530435667662,0.8248901226000461,0.016288009939656643,39.6866303284963,"{'model__n_estimators': 150, 'model__min_samples_leaf': 1, 'model__max_depth': 12}"
creditcard,extra_trees,class_weight,4,0.8300624956743236,0.009933801276414652,0.9826093366561741,0.0013320423004304124,0.8248901226000461,0.016288009939656643,53.942063887914024,"{'model__n_estimators': 250, 'model__min_samples_leaf': 2, 'model__max_depth': 12}"
creditcard,extra_trees,class_weight,5,0.8227783046402761,0.004493338330277,0.9837113584897899,0.003182289368887285,0.8401380214357314,0.011926708847996528,26.212062915166218,"{'model__n_estimators': 150, 'model__min_samples_leaf': 1, 'model__max_depth': 8}"
creditcard,extra_trees,class_weight,6,0.7926645447680283,0.01305262454781602,0.9832084255095035,0.00371780957083044,0.8375742154368108,0.002998756493581588,52.48957657814026,"{'model__n_estimators': 400, 'model__min_samples_leaf': 5, 'model__max_depth': 8}"
creditcard,extra_trees,smote,1,0.850217249243255,0.011109806921577432,0.9821159024591392,0.010792190985972692,0.8172950882874547,0.03275570826678165,266.9247039953868,"{'model__n_estimators': 150, 'model__min_samples_leaf': 2, 'model__max_depth': None}"
creditcard,extra_trees,smote,2,0.8392780538889508,0.012578823861651055,0.979049150131624,0.004628447287242601,0.8452270799599044,0.018572073037682,220.89397756258646,"{'model__n_estimators': 150, 'model__min_samples_leaf': 1, 'model__max_depth': 12}"
creditcard,extra_trees,smote,3,0.8386286104861823,0.01204266220464904,0.9822868344106507,0.0022042266463968966,0.842682550697818,0.01964754391964696,253.95065792401633,"{'model__n_estimators': 400, 'model__min_samples_leaf': 1, 'model__max_depth': 12}"
creditcard,extra_trees,smote,4,0.8359067062220085,0.009105246500946863,0.983164157180146,0.0009690058160850375,0.8477523324851569,0.016104187910133606,310.1642738183339,"{'model__n_estimators': 250, 'model__min_samples_leaf': 2, 'model__max_depth': 12}"
creditcard,extra_trees,smote,5,0.8172837056893344,0.005889742180071945,0.9810757975794931,0.002667383333700912,0.842682550697818,0.015186667906414085,174.14668774604797,"{'model__n_estimators': 150, 'model__min_samples_leaf': 1, 'model__max_depth': 8}"
creditcard,extra_trees,smote,6,0.8095046501379186,0.004350664124737858,0.9825479474053225,0.0029463758903802402,0.842663273960984,0.009075884036909523,329.0236696402232,"{'model__n_estimators': 400, 'model__min_samples_leaf': 5, 'model__max_depth': 8}"
creditcard,logreg,class_weight,1,0.7517610333917691,0.027264803043239052,0.9765211196327424,0.006991861297124062,0.9111535199321459,0.013060953006305732,4.539889494578044,{'model__C': 0.1}
creditcard,logreg,class_weight,2,0.7515557803536791,0.026040450913520544,0.9764890877610869,0.006883898889909577,0.9086089906700593,0.010948541682294777,4.490373690923055,{'model__C': 1.0}
creditcard,logreg,class_weight,3,0.7515206949499572,0.025873496475652128,0.9765176920414467,0.006937960726134266,0.9111535199321459,0.013060953006305732,4.549289703369141,{'model__C': 3.0}
creditcard,logreg,class_weight,4,0.7514368041836832,0.02576862592416172,0.976495038055508,0.006926604498871554,0.9111535199321459,0.013060953006305732,4.652318874994914,{'model__C': 10.0}
creditcard,logreg,smote,1,0.7476690188802748,0.026258620853763088,0.9748229565065042,0.009187274747315146,0.9035199321458863,0.009804603920014301,3.661850372950236,{'model__C': 0.1}
creditcard,logreg,smote,2,0.7476043907541627,0.024577414530873972,0.9747423454375722,0.009107449850710589,0.9060644614079728,0.009749418093785078,5.6546385288238525,{'model__C': 3.0}
creditcard,logreg,smote,3,0.7474849319081233,0.02447761405385457,0.9747360137629163,0.009106506139812492,0.9060644614079728,0.009749418093785078,5.843597650527954,{'model__C': 10.0}
creditcard,logreg,smote,4,0.747402508729242,0.02471838645911541,0.9748829804161158,0.009182007098011306,0.9060644614079728,0.009749418093785078,4.9288279215494795,{'model__C': 1.0}
creditcard,random_forest,class_weight,1,0.8385989178781305,0.006397121356969386,0.9618691581783807,0.008010032593323878,0.7639949109414759,0.038683958767203,185.66558774312338,"{'model__n_estimators': 150, 'model__min_samples_leaf': 2, 'model__max_depth': None}"
creditcard,random_forest,class_weight,2,0.8285240598381023,0.007147263684477896,0.9739173439682158,0.0015441581278820156,0.7741151977793198,0.040525074478134374,256.98411989212036,"{'model__n_estimators': 250, 'model__min_samples_leaf': 2, 'model__max_depth': 12}"
creditcard,random_forest,class_weight,3,0.8261790580064737,0.008933884092692013,0.9747290556076619,0.0041749090694228105,0.7715706685172333,0.03740573173221027,212.24942429860434,"{'model__n_estimators': 400, 'model__min_samples_leaf': 1, 'model__max_depth': 12}"
creditcard,random_forest,class_weight,4,0.8241828675774309,0.012602590756309607,0.9628429837498063,0.010351374237167407,0.7741151977793198,0.040525074478134374,185.90234375,"{'model__n_estimators': 150, 'model__min_samples_leaf': 1, 'model__max_depth': 12}"
creditcard,random_forest,class_weight,5,0.8080513451246114,0.006068054379710984,0.9802242327225393,0.0026965930829498538,0.7944328784023441,0.03459224255312918,175.48550367355347,"{'model__n_estimators': 150, 'model__min_samples_leaf': 1, 'model__max_depth': 8}"
creditcard,random_forest,class_weight,6,0.8077972488829159,0.0064902875014593115,0.9821977401740324,0.005345676541430564,0.804572441977022,0.028068782301476147,307.6636025905609,"{'model__n_estimators': 400, 'model__min_samples_leaf': 5, 'model__max_depth': 8}"
creditcard,random_forest,smote,1,0.8395949843468423,0.01975315373777255,0.9755030004337373,0.010179409315322081,0.8046109954506901,0.036264701552248445,639.8013170560201,"{'model__n_estimators': 150, 'model__min_samples_leaf': 2, 'model__max_depth': None}"
creditcard,random_forest,smote,2,0.81564769347607,0.021324674782342866,0.9836780289083228,0.006515840009942774,0.8198203408127073,0.037960128814797794,654.7659610907236,"{'model__n_estimators': 400, 'model__min_samples_leaf': 1, 'model__max_depth': 12}"
creditcard,random_forest,smote,3,0.8147261479035531,0.023877651461460116,0.981261282619379,0.006878577096738032,0.8198396175495412,0.03628252638478164,553.657632191976,"{'model__n_estimators': 150, 'model__min_samples_leaf': 1, 'model__max_depth': 12}"
creditcard,random_forest,smote,4,0.8125771193340249,0.01972071811475495,0.9823049982799598,0.006940081202455173,0.8172950882874547,0.03275570826678165,773.3934252262115,"{'model__n_estimators': 250, 'model__min_samples_leaf': 2, 'model__max_depth': 12}"
creditcard,random_forest,smote,5,0.7867996768875246,0.02455133344718,0.9843336011914188,0.003620429989885161,0.847752332485157,0.026935444458355242,832.9254773457845,"{'model__n_estimators': 400, 'model__min_samples_leaf': 5, 'model__max_depth': 8}"
creditcard,random_forest,smote,6,0.7861670398889765,0.020681655569058318,0.9830512086268639,0.003769885765387556,0.842682550697818,0.03049417701768779,422.24168546994525,"{'model__n_estimators': 150, 'model__min_samples_leaf': 1, 'model__max_depth': 8}"
creditcard,xgboost,class_weight,1,0.8468124640030247,0.012178133691098282,0.9838950449404891,0.005584646128189739,0.8020471894517697,0.022307324382582018,18.684489647547405,"{'model__subsample': 0.8, 'model__n_estimators': 250, 'model__max_depth': 6, 'model__learning_rate': 0.15}"
creditcard,xgboost,class_weight,2,0.8454540322147683,0.011912603306548713,0.9824428826171245,0.004422313647116193,0.809661500501195,0.028436839373797325,14.587093035380045,"{'model__subsample': 1.0, 'model__n_estimators': 150, 'model__max_depth': 8, 'model__learning_rate': 0.15}"
creditcard,xgboost,class_weight,3,0.844211175458217,0.013131218058142938,0.9795739055618107,0.004401096666101738,0.804572441977022,0.021842031497508747,16.0485467116038,"{'model__subsample': 0.8, 'model__n_estimators': 150, 'model__max_depth': 8, 'model__learning_rate': 0.15}"
creditcard,xgboost,class_weight,4,0.8006937389207339,0.01201093479309832,0.9783184564938203,0.004325273400271749,0.8198203408127073,0.03183780543167951,15.984225908915201,"{'model__subsample': 0.8, 'model__n_estimators': 150, 'model__max_depth': 8, 'model__learning_rate': 0.03}"
creditcard,xgboost,class_weight,5,0.7835464538065761,0.018996320828027435,0.9801098595869542,0.004358181442678871,0.8578918960598351,0.014129308971559049,12.39898673693339,"{'model__subsample': 1.0, 'model__n_estimators': 400, 'model__max_depth': 3, 'model__learning_rate': 0.03}"
creditcard,xgboost,class_weight,6,0.7808997263733546,0.010396278009880399,0.9819483073304273,0.00406502786647684,0.8604364253219215,0.01772621471597295,10.450028975804647,"{'model__subsample': 1.0, 'model__n_estimators': 150, 'model__max_depth': 3, 'model__learning_rate': 0.08}"
creditcard,xgboost,smote,1,0.8444681149346991,0.026637417637315745,0.9826496800744101,0.004078983739370941,0.8122253065001157,0.030451546046891844,26.683525403340656,"{'model__subsample': 1.0, 'model__n_estimators': 150, 'model__max_depth': 8, 'model__learning_rate': 0.15}"
creditcard,xgboost,smote,2,0.8442100335911267,0.02223462231643985,0.9807704590971769,0.0077322126853388564,0.8173143650242887,0.02673595144152408,34.14910674095154,"{'model__subsample': 0.8, 'model__n_estimators': 250, 'model__max_depth': 6, 'model__learning_rate': 0.15}"
creditcard,xgboost,smote,3,0.8412028965552304,0.029403158384744933,0.9800729976617536,0.005962949309396391,0.8147698357622022,0.028427181002229622,28.986018419265747,"{'model__subsample': 0.8, 'model__n_estimators': 150, 'model__max_depth': 8, 'model__learning_rate': 0.15}"
creditcard,xgboost,smote,4,0.7906038355324719,0.02798506728589916,0.9790718976828469,0.009041293759014133,0.8705952656334336,0.0269665081971691,24.1514634291331,"{'model__subsample': 1.0, 'model__n_estimators': 400, 'model__max_depth': 3, 'model__learning_rate': 0.03}"
creditcard,xgboost,smote,5,0.7898787443636922,0.029741582949215566,0.9786611596876135,0.006334209934902929,0.8350682396483924,0.04223617061780904,29.44105402628581,"{'model__subsample': 0.8, 'model__n_estimators': 150, 'model__max_depth': 8, 'model__learning_rate': 0.03}"
creditcard,xgboost,smote,6,0.7804880594708697,0.041313917641120336,0.9791209416555028,0.00859025350192883,0.8731397948955202,0.030537137869346764,15.309122244517008,"{'model__subsample': 1.0, 'model__n_estimators': 150, 'model__max_depth': 3, 'model__learning_rate': 0.08}"
