threshold,roc_auc,pr_auc,recall,precision,f1,accuracy,expected_cost,tn,fp,fn,tp
0.01,0.9744441584478164,0.683510783789476,0.98989898989899,0.0027310221825883403,0.005447016646749854,0.37173905410624625,358360,21077,35786,1,98
0.02,0.9744441584478164,0.683510783789476,0.98989898989899,0.0036294952038813375,0.007232472324723248,0.5276851234156104,269530,29960,26903,1,98
0.03,0.9744441584478164,0.683510783789476,0.98989898989899,0.004491292392300642,0.00894201377800082,0.6186404971735543,217720,35141,21722,1,98
0.04,0.9744441584478164,0.683510783789476,0.98989898989899,0.005342637518399389,0.010627914542891227,0.6796811909694183,182950,38618,18245,1,98
0.05,0.9744441584478164,0.683510783789476,0.98989898989899,0.006208032433802103,0.012338684293358514,0.7245707664758962,157380,41175,15688,1,98
0.060000000000000005,0.9744441584478164,0.683510783789476,0.9696969696969697,0.006926906703225341,0.013755552371399913,0.7583301148133844,139130,43100,13763,3,96
0.06999999999999999,0.9744441584478164,0.683510783789476,0.9393939393939394,0.007562820200048792,0.015004840271055178,0.7856465713984762,125040,44659,12204,6,93
0.08,0.9744441584478164,0.683510783789476,0.9393939393939394,0.0083266183185603,0.01650692225772098,0.8054492468663319,113760,45787,11076,6,93
0.09,0.9744441584478164,0.683510783789476,0.9393939393939394,0.009158050221565732,0.018139262726740785,0.8232505881113725,103620,46801,10062,6,93
0.09999999999999999,0.9744441584478164,0.683510783789476,0.9393939393939394,0.009988186016539577,0.019766206163655684,0.8380674835855483,95180,47645,9218,6,93
0.11,0.9744441584478164,0.683510783789476,0.9393939393939394,0.010842952081147255,0.021438450899031812,0.8509532670903409,87840,48379,8484,6,93
0.12,0.9744441584478164,0.683510783789476,0.9292929292929293,0.011578152529574628,0.022871348663766316,0.8619957164425407,82040,49009,7854,7,92
0.13,0.9744441584478164,0.683510783789476,0.9191919191919192,0.01232060655293799,0.024315297261189046,0.8717917207963204,76950,49568,7295,8,91
0.14,0.9744441584478164,0.683510783789476,0.9191919191919192,0.013236363636363636,0.026096931459707484,0.8807626136722727,71840,50079,6784,8,91
0.15000000000000002,0.9744441584478164,0.683510783789476,0.9191919191919192,0.014159016648514081,0.027888446215139442,0.8886275060566694,67360,50527,6336,8,91
0.16,0.9744441584478164,0.683510783789476,0.9090909090909091,0.015005001667222408,0.029522716089880267,0.8961237316105474,63580,50955,5908,9,90
0.17,0.9744441584478164,0.683510783789476,0.9090909090909091,0.015977276761938577,0.0314026517794836,0.9025315122362276,59930,51320,5543,9,90
0.18000000000000002,0.9744441584478164,0.683510783789476,0.9090909090909091,0.016914113888366847,0.033210332103321034,0.9080088480039324,56810,51632,5231,9,90
0.19,0.9744441584478164,0.683510783789476,0.9090909090909091,0.017889087656529516,0.03508771929824561,0.9130999613777606,53910,51922,4941,9,90
0.2,0.9744441584478164,0.683510783789476,0.9090909090909091,0.01892346509671993,0.037075180226570546,0.9179277413012183,51160,52197,4666,9,90
0.21000000000000002,0.9744441584478164,0.683510783789476,0.9090909090909091,0.019889502762430938,0.03892733564013841,0.9219830764369229,48850,52428,4435,9,90
0.22,0.9744441584478164,0.683510783789476,0.9090909090909091,0.020930232558139535,0.040918390543305296,0.9259330781924792,46600,52653,4210,9,90
0.23,0.9744441584478164,0.683510783789476,0.9090909090909091,0.022069641981363415,0.043093129039980846,0.9298304132579615,44380,52875,3988,9,90
0.24000000000000002,0.9744441584478164,0.683510783789476,0.9090909090909091,0.023071007433991285,0.045,0.9329377479723324,42610,53052,3811,9,90
0.25,0.9744441584478164,0.683510783789476,0.9090909090909091,0.024200053777897284,0.04714510214772132,0.9361328605034935,40790,53234,3629,9,90
0.26,0.9744441584478164,0.683510783789476,0.9090909090909091,0.02536640360766629,0.049355634768302716,0.9391348618377163,39080,53405,3458,9,90
0.27,0.9744441584478164,0.683510783789476,0.9090909090909091,0.026603606266627253,0.051694428489373924,0.9420315297917911,37430,53570,3293,9,90
0.28,0.9744441584478164,0.683510783789476,0.9090909090909091,0.027573529411764705,0.05352363960749331,0.9441206418313963,36240,53689,3174,9,90
0.29000000000000004,0.9744441584478164,0.683510783789476,0.9090909090909091,0.028883183568677792,0.05598755832037325,0.9467188652083846,34760,53837,3026,9,90
0.3,0.9744441584478164,0.683510783789476,0.9090909090909091,0.03009027081243731,0.05825242718446602,0.9489133106281381,33510,53962,2901,9,90
0.31,0.9744441584478164,0.683510783789476,0.9090909090909091,0.031206657420249653,0.06034193764666443,0.950791755907447,32440,54069,2794,9,90
0.32,0.9744441584478164,0.683510783789476,0.9090909090909091,0.03237410071942446,0.06252170892671066,0.952617534496682,31400,54173,2690,9,90
0.33,0.9744441584478164,0.683510783789476,0.9090909090909091,0.033682634730538924,0.06495849873691809,0.954513535339349,30320,54281,2582,9,90
0.34,0.9744441584478164,0.683510783789476,0.9090909090909091,0.034924330616996506,0.06726457399103139,0.9561813138583617,29370,54376,2487,9,90
0.35000000000000003,0.9744441584478164,0.683510783789476,0.9090909090909091,0.036115569823434994,0.06947124662292552,0.9576735367437941,28520,54461,2402,9,90
0.36000000000000004,0.9744441584478164,0.683510783789476,0.9090909090909091,0.03729796933278077,0.07165605095541401,0.9590604262490783,27730,54540,2323,9,90
0.37,0.9744441584478164,0.683510783789476,0.9090909090909091,0.03854389721627409,0.07395234182415776,0.9604297601910046,26950,54618,2245,9,90
0.38,0.9744441584478164,0.683510783789476,0.9090909090909091,0.03994673768308921,0.07653061224489796,0.9618693163863629,26130,54700,2163,9,90
0.39,0.9744441584478164,0.683510783789476,0.9090909090909091,0.041455550437586364,0.07929515418502203,0.9633088725817212,25310,54782,2081,9,90
0.4,0.9744441584478164,0.683510783789476,0.9090909090909091,0.04271476032273375,0.0815956482320943,0.9644324286366349,24670,54846,2017,9,90
0.41000000000000003,0.9744441584478164,0.683510783789476,0.9090909090909091,0.043923865300146414,0.08379888268156424,0.9654506513114006,24090,54904,1959,9,90
