threshold,roc_auc,pr_auc,recall,precision,f1,accuracy,expected_cost,tn,fp,fn,tp
0.01,0.9708105801699175,0.8255986174783397,0.8181818181818182,0.47928994082840237,0.6044776119402985,0.998139110284049,9880,56775,88,18,81
0.02,0.9708105801699175,0.8255986174783397,0.8181818181818182,0.6136363636363636,0.7012987012987013,0.9987886661282961,9510,56812,51,18,81
0.03,0.9708105801699175,0.8255986174783397,0.8080808080808081,0.6611570247933884,0.7272727272727273,0.9989466661985184,9910,56822,41,19,80
0.04,0.9708105801699175,0.8255986174783397,0.8080808080808081,0.7207207207207207,0.7619047619047619,0.9991222218320986,9810,56832,31,19,80
0.05,0.9708105801699175,0.8255986174783397,0.8080808080808081,0.7619047619047619,0.7843137254901961,0.9992275552122467,9750,56838,25,19,80
0.060000000000000005,0.9708105801699175,0.8255986174783397,0.8080808080808081,0.8080808080808081,0.8080808080808081,0.9993328885923949,9690,56844,19,19,80
0.06999999999999999,0.9708105801699175,0.8255986174783397,0.8080808080808081,0.8247422680412371,0.8163265306122449,0.9993679997191109,9670,56846,17,19,80
0.08,0.9708105801699175,0.8255986174783397,0.8080808080808081,0.8333333333333334,0.8205128205128205,0.999385555282469,9660,56847,16,19,80
0.09,0.9708105801699175,0.8255986174783397,0.8080808080808081,0.8421052631578947,0.8247422680412371,0.999403110845827,9650,56848,15,19,80
0.09999999999999999,0.9708105801699175,0.8255986174783397,0.8080808080808081,0.851063829787234,0.8290155440414507,0.999420666409185,9640,56849,14,19,80
0.11,0.9708105801699175,0.8255986174783397,0.797979797979798,0.8586956521739131,0.8272251308900523,0.999420666409185,10130,56850,13,20,79
0.12,0.9708105801699175,0.8255986174783397,0.797979797979798,0.8681318681318682,0.8315789473684211,0.9994382219725431,10120,56851,12,20,79
0.13,0.9708105801699175,0.8255986174783397,0.797979797979798,0.8681318681318682,0.8315789473684211,0.9994382219725431,10120,56851,12,20,79
0.14,0.9708105801699175,0.8255986174783397,0.797979797979798,0.8777777777777778,0.8359788359788359,0.9994557775359011,10110,56852,11,20,79
0.15000000000000002,0.9708105801699175,0.8255986174783397,0.797979797979798,0.8777777777777778,0.8359788359788359,0.9994557775359011,10110,56852,11,20,79
0.16,0.9708105801699175,0.8255986174783397,0.797979797979798,0.8777777777777778,0.8359788359788359,0.9994557775359011,10110,56852,11,20,79
0.17,0.9708105801699175,0.8255986174783397,0.797979797979798,0.8777777777777778,0.8359788359788359,0.9994557775359011,10110,56852,11,20,79
0.18000000000000002,0.9708105801699175,0.8255986174783397,0.797979797979798,0.9080459770114943,0.8494623655913979,0.9995084442259752,10080,56855,8,20,79
0.19,0.9708105801699175,0.8255986174783397,0.797979797979798,0.9080459770114943,0.8494623655913979,0.9995084442259752,10080,56855,8,20,79
0.2,0.9708105801699175,0.8255986174783397,0.797979797979798,0.9080459770114943,0.8494623655913979,0.9995084442259752,10080,56855,8,20,79
0.21000000000000002,0.9708105801699175,0.8255986174783397,0.797979797979798,0.9080459770114943,0.8494623655913979,0.9995084442259752,10080,56855,8,20,79
0.22,0.9708105801699175,0.8255986174783397,0.797979797979798,0.9080459770114943,0.8494623655913979,0.9995084442259752,10080,56855,8,20,79
0.23,0.9708105801699175,0.8255986174783397,0.797979797979798,0.9080459770114943,0.8494623655913979,0.9995084442259752,10080,56855,8,20,79
0.24000000000000002,0.9708105801699175,0.8255986174783397,0.797979797979798,0.9080459770114943,0.8494623655913979,0.9995084442259752,10080,56855,8,20,79
0.25,0.9708105801699175,0.8255986174783397,0.797979797979798,0.9080459770114943,0.8494623655913979,0.9995084442259752,10080,56855,8,20,79
0.26,0.9708105801699175,0.8255986174783397,0.797979797979798,0.9080459770114943,0.8494623655913979,0.9995084442259752,10080,56855,8,20,79
0.27,0.9708105801699175,0.8255986174783397,0.797979797979798,0.9080459770114943,0.8494623655913979,0.9995084442259752,10080,56855,8,20,79
0.28,0.9708105801699175,0.8255986174783397,0.797979797979798,0.9080459770114943,0.8494623655913979,0.9995084442259752,10080,56855,8,20,79
0.29000000000000004,0.9708105801699175,0.8255986174783397,0.797979797979798,0.9080459770114943,0.8494623655913979,0.9995084442259752,10080,56855,8,20,79
0.3,0.9708105801699175,0.8255986174783397,0.797979797979798,0.9080459770114943,0.8494623655913979,0.9995084442259752,10080,56855,8,20,79
0.31,0.9708105801699175,0.8255986174783397,0.797979797979798,0.9080459770114943,0.8494623655913979,0.9995084442259752,10080,56855,8,20,79
0.32,0.9708105801699175,0.8255986174783397,0.797979797979798,0.9080459770114943,0.8494623655913979,0.9995084442259752,10080,56855,8,20,79
0.33,0.9708105801699175,0.8255986174783397,0.797979797979798,0.9186046511627907,0.8540540540540541,0.9995259997893332,10070,56856,7,20,79
0.34,0.9708105801699175,0.8255986174783397,0.797979797979798,0.9186046511627907,0.8540540540540541,0.9995259997893332,10070,56856,7,20,79
0.35000000000000003,0.9708105801699175,0.8255986174783397,0.797979797979798,0.9186046511627907,0.8540540540540541,0.9995259997893332,10070,56856,7,20,79
0.36000000000000004,0.9708105801699175,0.8255986174783397,0.797979797979798,0.9294117647058824,0.8586956521739131,0.9995435553526912,10060,56857,6,20,79
0.37,0.9708105801699175,0.8255986174783397,0.797979797979798,0.9294117647058824,0.8586956521739131,0.9995435553526912,10060,56857,6,20,79
0.38,0.9708105801699175,0.8255986174783397,0.7878787878787878,0.9285714285714286,0.8524590163934426,0.9995259997893332,10560,56857,6,21,78
0.39,0.9708105801699175,0.8255986174783397,0.7878787878787878,0.9285714285714286,0.8524590163934426,0.9995259997893332,10560,56857,6,21,78
0.4,0.9708105801699175,0.8255986174783397,0.7878787878787878,0.9285714285714286,0.8524590163934426,0.9995259997893332,10560,56857,6,21,78
0.41000000000000003,0.9708105801699175,0.8255986174783397,0.7777777777777778,0.927710843373494,0.8461538461538461,0.9995084442259752,11060,56857,6,22,77
0.42000000000000004,0.9708105801699175,0.8255986174783397,0.7777777777777778,0.927710843373494,0.8461538461538461,0.9995084442259752,11060,56857,6,22,77
0.43,0.9708105801699175,0.8255986174783397,0.7777777777777778,0.927710843373494,0.8461538461538461,0.9995084442259752,11060,56857,6,22,77
0.44,0.9708105801699175,0.8255986174783397,0.7777777777777778,0.927710843373494,0.8461538461538461,0.9995084442259752,11060,56857,6,22,77
0.45,0.9708105801699175,0.8255986174783397,0.7777777777777778,0.927710843373494,0.8461538461538461,0.9995084442259752,11060,56857,6,22,77
0.46,0.9708105801699175,0.8255986174783397,0.7777777777777778,0.927710843373494,0.8461538461538461,0.9995084442259752,11060,56857,6,22,77
0.47000000000000003,0.9708105801699175,0.8255986174783397,0.7676767676767676,0.926829268292683,0.8397790055248618,0.9994908886626171,11560,56857,6,23,76
0.48000000000000004,0.9708105801699175,0.8255986174783397,0.7676767676767676,0.926829268292683,0.8397790055248618,0.9994908886626171,11560,56857,6,23,76
0.49,0.9708105801699175,0.8255986174783397,0.7676767676767676,0.926829268292683,0.8397790055248618,0.9994908886626171,11560,56857,6,23,76
0.5,0.9708105801699175,0.8255986174783397,0.7676767676767676,0.926829268292683,0.8397790055248618,0.9994908886626171,11560,56857,6,23,76
0.51,0.9708105801699175,0.8255986174783397,0.7676767676767676,0.926829268292683,0.8397790055248618,0.9994908886626171,11560,56857,6,23,76
0.52,0.9708105801699175,0.8255986174783397,0.7575757575757576,0.9259259259259259,0.8333333333333334,0.9994733330992591,12060,56857,6,24,75
0.53,0.9708105801699175,0.8255986174783397,0.7575757575757576,0.9259259259259259,0.8333333333333334,0.9994733330992591,12060,56857,6,24,75
0.54,0.9708105801699175,0.8255986174783397,0.7575757575757576,0.9259259259259259,0.8333333333333334,0.9994733330992591,12060,56857,6,24,75
0.55,0.9708105801699175,0.8255986174783397,0.7575757575757576,0.9259259259259259,0.8333333333333334,0.9994733330992591,12060,56857,6,24,75
0.56,0.9708105801699175,0.8255986174783397,0.7575757575757576,0.9259259259259259,0.8333333333333334,0.9994733330992591,12060,56857,6,24,75
0.5700000000000001,0.9708105801699175,0.8255986174783397,0.7575757575757576,0.9259259259259259,0.8333333333333334,0.9994733330992591,12060,56857,6,24,75
0.5800000000000001,0.9708105801699175,0.8255986174783397,0.7575757575757576,0.9259259259259259,0.8333333333333334,0.9994733330992591,12060,56857,6,24,75
0.59,0.9708105801699175,0.8255986174783397,0.7575757575757576,0.9259259259259259,0.8333333333333334,0.9994733330992591,12060,56857,6,24,75
