threshold,roc_auc,pr_auc,recall,precision,f1,accuracy,expected_cost,tn,fp,fn,tp
0.01,0.9637104030118822,0.7708749560590938,1.0,0.0017380007724447878,0.0034699707330751303,0.0017380007724447878,568630,0,56863,0,99
0.02,0.9637104030118822,0.7708749560590938,1.0,0.001738061797752809,0.003470092360539091,0.001773111899160844,568610,2,56861,0,99
0.03,0.9637104030118822,0.7708749560590938,1.0,0.0017381228273464658,0.003470213996529786,0.0018082230258769003,568590,4,56859,0,99
0.04,0.9637104030118822,0.7708749560590938,1.0,0.0017383669885864795,0.0034707006257778403,0.0019486675327411256,568510,12,56851,0,99
0.05,0.9637104030118822,0.7708749560590938,1.0,0.0017389471465458187,0.0034718569174118884,0.002282223236543661,568320,31,56832,0,99
0.060000000000000005,0.9637104030118822,0.7708749560590938,1.0,0.001739160986578596,0.003472283113831261,0.002405112180049858,568250,38,56825,0,99
0.06999999999999999,0.9637104030118822,0.7708749560590938,1.0,0.0017404757300328757,0.0034749034749034747,0.0031600014044450685,567820,81,56782,0,99
0.08,0.9637104030118822,0.7708749560590938,1.0,0.0017425589213736293,0.0034790553837503514,0.004353779712790984,567140,149,56714,0,99
0.09,0.9637104030118822,0.7708749560590938,1.0,0.0017483752472449844,0.0034906475327468574,0.007671781187458306,565250,338,56525,0,99
0.09999999999999999,0.9637104030118822,0.7708749560590938,1.0,0.0017620047698714983,0.003517811139735276,0.015361117938274639,560870,776,56087,0,99
0.11,0.9637104030118822,0.7708749560590938,1.0,0.0017926014449454071,0.0035787875501572496,0.032196903198623644,551280,1735,55128,0,99
0.12,0.9637104030118822,0.7708749560590938,1.0,0.0018453623620638235,0.0036839265447373808,0.05991713774095011,535490,3314,53549,0,99
0.13,0.9637104030118822,0.7708749560590938,1.0,0.001931029101973941,0.0038546148305332218,0.10169937853305712,511690,5694,51169,0,99
0.14,0.9637104030118822,0.7708749560590938,1.0,0.0020518559970154823,0.004095309009679821,0.15469962431094414,481500,8713,48150,0,99
0.15000000000000002,0.9637104030118822,0.7708749560590938,0.98989898989899,0.002189308133949914,0.004368953680174758,0.21586320705031425,447150,12198,44665,1,98
0.16,0.9637104030118822,0.7708749560590938,0.98989898989899,0.002384254190691677,0.004757050628610262,0.2801165689406973,410550,15858,41005,1,98
0.17,0.9637104030118822,0.7708749560590938,0.98989898989899,0.0026110356219859856,0.005208333333333333,0.34278993012885783,374850,19428,37435,1,98
0.18000000000000002,0.9637104030118822,0.7708749560590938,0.98989898989899,0.0028776978417266188,0.005738712888680682,0.4038481794880798,340070,22906,33957,1,98
0.19,0.9637104030118822,0.7708749560590938,0.98989898989899,0.0031641482629471782,0.006308132985742332,0.4579719813208806,309240,25989,30874,1,98
0.2,0.9637104030118822,0.7708749560590938,0.9696969696969697,0.003403048564338887,0.006782295383093715,0.5063902250623222,282640,28749,28114,3,96
0.21000000000000002,0.9637104030118822,0.7708749560590938,0.9696969696969697,0.003733229632510208,0.0074378244363523666,0.5501913556406025,257690,31244,25619,3,96
0.22,0.9637104030118822,0.7708749560590938,0.9696969696969697,0.0041066005047696455,0.008178565343329358,0.5912362627716723,234310,33582,23281,3,96
0.23,0.9637104030118822,0.7708749560590938,0.9696969696969697,0.004518710284772888,0.008995502248875561,0.6286647238509884,212990,35714,21149,3,96
0.24000000000000002,0.9637104030118822,0.7708749560590938,0.9696969696969697,0.005006780014603108,0.009962123177502205,0.6650222955654647,192280,37785,19078,3,96
0.25,0.9637104030118822,0.7708749560590938,0.9494949494949495,0.005466387531984182,0.010870193697600462,0.6996769776342123,173520,39761,17102,5,94
0.26,0.9637104030118822,0.7708749560590938,0.9494949494949495,0.006159895150720839,0.01224038023308809,0.7336645482953548,154160,41697,15166,5,94
0.27,0.9637104030118822,0.7708749560590938,0.9494949494949495,0.00703276971420021,0.01396212402525065,0.7669147852954601,135220,43591,13272,5,94
0.28,0.9637104030118822,0.7708749560590938,0.9292929292929293,0.007874689720106137,0.015617042946868104,0.7963905761735894,119410,45272,11591,7,92
0.29000000000000004,0.9637104030118822,0.7708749560590938,0.9292929292929293,0.009108910891089108,0.0180409844102363,0.824181032969348,103580,46855,10008,7,92
0.3,0.9637104030118822,0.7708749560590938,0.9292929292929293,0.010574712643678161,0.0209114672121832,0.8487588216705874,89580,48255,8608,7,92
0.31,0.9637104030118822,0.7708749560590938,0.9292929292929293,0.012242182302062542,0.024166009981612818,0.8695621642498508,77730,49440,7423,7,92
0.32,0.9637104030118822,0.7708749560590938,0.9191919191919192,0.014139216904909883,0.027850038255547053,0.8884695059864471,67450,50518,6345,8,91
0.33,0.9637104030118822,0.7708749560590938,0.898989898989899,0.016181818181818183,0.03179139131987855,0.9048312910361294,59110,51452,5411,10,89
0.34,0.9637104030118822,0.7708749560590938,0.898989898989899,0.018768452129902996,0.036769262549060114,0.9181384080615147,51530,52210,4653,10,89
0.35000000000000003,0.9637104030118822,0.7708749560590938,0.8787878787878788,0.021106259097525473,0.0412224591329069,0.92895263509006,46350,52828,4035,12,87
0.36000000000000004,0.9637104030118822,0.7708749560590938,0.8686868686868687,0.024164091036808093,0.047020229633679606,0.9388013061339139,41230,53390,3473,13,86
0.37,0.9637104030118822,0.7708749560590938,0.8686868686868687,0.027449728694541972,0.053217821782178217,0.9462799761244338,36970,53816,3047,13,86
0.38,0.9637104030118822,0.7708749560590938,0.8585858585858586,0.030652722683014784,0.059192200557103065,0.9525648678066079,33880,54175,2688,14,85
0.39,0.9637104030118822,0.7708749560590938,0.8585858585858586,0.034357316087308,0.06607073455110765,0.9578139812506583,30890,54474,2389,14,85
0.4,0.9637104030118822,0.7708749560590938,0.8585858585858586,0.03861880963198546,0.07391304347826087,0.9626066500474,28160,54747,2116,14,85
0.41000000000000003,0.9637104030118822,0.7708749560590938,0.8585858585858586,0.043634496919917866,0.08304836345872008,0.9670482075769812,25630,55000,1863,14,85
0.42000000000000004,0.9637104030118822,0.7708749560590938,0.8585858585858586,0.0480225988700565,0.0909577314071696,0.9701730978547102,23850,55178,1685,14,85
0.43,0.9637104030118822,0.7708749560590938,0.8585858585858586,0.053025577043044295,0.099882491186839,0.9731048769355009,22180,55345,1518,14,85
0.44,0.9637104030118822,0.7708749560590938,0.8585858585858586,0.058782849239280774,0.11003236245954692,0.9758611003827112,20610,55502,1361,14,85
0.45,0.9637104030118822,0.7708749560590938,0.8585858585858586,0.06362275449101797,0.11846689895470383,0.9777922123520943,19510,55612,1251,14,85
0.46,0.9637104030118822,0.7708749560590938,0.8585858585858586,0.06860371267150928,0.12705530642750373,0.9794951019978231,18540,55709,1154,14,85
0.47000000000000003,0.9637104030118822,0.7708749560590938,0.8585858585858586,0.07397737162750218,0.1362179487179487,0.9810751027000456,17640,55799,1064,14,85
0.48000000000000004,0.9637104030118822,0.7708749560590938,0.8585858585858586,0.08064516129032258,0.1474414570685169,0.9827428812190583,16690,55894,969,14,85
0.49,0.9637104030118822,0.7708749560590938,0.8484848484848485,0.08442211055276382,0.15356489945155394,0.983743548330466,16610,55952,911,15,84
0.5,0.9637104030118822,0.7708749560590938,0.8383838383838383,0.09051254089422028,0.16338582677165353,0.9850777711456761,16340,56029,834,16,83
0.51,0.9637104030118822,0.7708749560590938,0.8383838383838383,0.09799291617473435,0.17547568710359407,0.986306660580738,15640,56099,764,16,83
0.52,0.9637104030118822,0.7708749560590938,0.8383838383838383,0.10751295336787564,0.19058553386911595,0.9876233278325901,14890,56174,689,16,83
